media_name,title,content
포포투,'4경기' 만에 맨유 '소년 가장' 등극...'완벽한 수준의 선수다!' ," 맨체스터 유나이티드는 17일 오전 4시(한국시간) 영국 레스터에 위치한 킹 파워 스타디움에서 열린 2024-25시즌 프리미어리그(PL) 29라운드에서 레스터에 3-0으로 승리했다. 이날 승리로 맨유는 리그 무패 기록을 4경기로 늘렸다. 간만에 편안한 경기력으로 승리를 거머쥔 맨유다. 전반 29분, 역습 상황에서...  "
뉴시스,"""손흥민, 교체 투입 후 돌파구 못 찾아""…풀럼전 평점 5점 ", 잉글랜드 프로축구 프리미어리그(EPL) 토트넘 홋스퍼의 손흥민이 풀럼전 영패 후 아쉬웠다는 평가를 받았다. 손흥민은 지난 16일 오후 10시30분(한국 시간) 영국 런던의 크레이븐 코티지에서 열린 풀럼과의 2024~2025시즌 EPL 29라운드 원정 경기에서 후반전 교체 투입된 뒤 침묵에 그치며 0-2 패배를 지켜봤다....  
뉴시스,"뉴캐슬, 리버풀 꺾고 구단 사상 첫 잉글랜드 카라바오컵 우승 ", 잉글랜드 프로축구 프리미어리그(EPL) 뉴캐슬 유나이티드가 구단 사상 첫 잉글랜드 카라바오컵(리그컵) 우승을 차지했다. 뉴캐슬은 17일(한국 시간) 영국 런던의 웸블리 스타디움에서 열린 리버풀(EPL)과의 2024~2025시즌 카라바오컵 결승전에서 2-1 승리를 거뒀다. 뉴캐슬은 전반 45분에 나온 댄 번의...  
이데일리,"손흥민, 후반 교체 출전…토트넘은 풀럼전 완패 "," 잉글랜드 프로축구 프리미어리그(EPL) 토트넘이 풀럼에 완패를 당했다. 손흥민은 후반 교체 투입돼 45분간 활약했지만, 공격 포인트를 올리지는 못했다. 손흥민(사진=AFPBBNews) 토트넘은 17일(한국시간) 잉글랜드 런던 크레이븐 커티지에서 열린 2024~25시즌 EPL 29라운드 원정 경기에서 풀럼에 0-2로 졌다....  "
인터풋볼,"손흥민 교체 투입하더니 풀럼에 0-2 완패...평점 5점 ""돌파구 못 찾았다... ", 토트넘 훗스퍼는 16일 오후 10시 30분(한국시간) 영국 런던에 위치한 크레이븐 코티지에서 열린 2024-25시즌 프리미어리그 29라운드에서 풀럼에 0-2로 졌다. 이로써 토트넘은 리그 3경기 무승을 기록하게 됐다. 손흥민은 벤치에서 시작했다. 주중 열린 AZ 알크마르와의 유럽축구연맹(UEFA) 유로파리그(UEL) 16강...  
뉴스핌,"18세 공격수 윤도영, 프리미어리그 브라이턴 이적 임박 "," 18세 공격수 윤도영(대전하나시티즌)의 잉글랜드 프리미어리그(EPL)의 브라이턴 이적이 임박했다. 유럽 이적시장 전문가 파브리치오 로바노는 17일(한국시간) SNS를 통해 ""브라이턴이 윤도영 영입 계약을 완료했다. 계약 기간은 4년이다""라면서 ""윤도영은 메디컬 테스트를 위해 영국으로 떠났다. 이적 직후...  "
중앙일보,"'공항 포착' 18세 윤도영, EPL 브라이턴 이적 임박 ", ‘원더 키드’로 불리는 윤도영(18·대전하나시티즌)의 잉글랜드 프리미어리그 브라이턴 앤 호브 알비온행이 임박했다. 유럽 이적시장 전문가 파브리치오 로마노는 17일 소셜미디어에 “18세 윙어 윤도영이 메디컬테스트를 위해 영국으로 이동했고 브라이턴과 4년 계약을 체결한다”며 “다음 시즌 유럽에서...  
스포티비뉴스,"'고개숙인 살라와 판 데이크' UCL 광탈+리그컵 허무한 준우승 리버풀, 뉴... "," 챔피언십에서 2016-17 시즌 우승으로 프리미어리그 승격 경험이 있다. 리그컵은 2022-23 시즌 결승에 올랐었지만, 맨체스터 유나이티드에 0-2로 패하며 준우승했다. 카세미루와 마커스 래시포드(애스턴 빌라)에게 실점하며 우승 목전에서 무너졌다. 이번이 역사적인 첫 우승이다. 특히 사우디아라비아...  "
MHN스포츠,"리버풀 왜 이러나! FA컵, 챔스에 이어 카라바오컵까지...뉴캐슬에 패하... ", 잉글랜드 프리미어리그(EPL) 뉴캐슬 유나이티드가 선두 리버풀을 꺾고 카라바오컵 우승컵을 들어올렸다. 뉴캐슬이 자국 메이저 대회에서 우승한 것은 1955년 FA컵 이후 70년 만이다. 동시에 구단 창단 사상 첫 카라바오컵 우승을 차지했다. 뉴캐슬은 17일 오전(이하 한국시간) 영국 런던 웸블리 스타디움에서 열린...  
스포츠조선,"""여기가 어디라고, 당장 꺼져"" '캡틴' SON도 먼발치에 있는데 '간 큰' 10... ", 토트넘은 16일(이하 한국시각) 영국 런던의 크라번 코티지에서 열린 풀럼과의 2024~2025시즌 잉글랜드 프리미어리그(EPL) 29라운드에서 0대2로 패했다. 엔제 포스테코글루 토트넘 감독은 AZ 알크마르와의 유로파리그 16강 2차전 후 사흘 만에 벌이는 경기라 로테이션을 가동했다. 손흥민이 벤치에서 출발했다....  
포포투,'4경기' 만에 맨유 '소년 가장' 등극...'완벽한 수준의 선수다!' ," 맨체스터 유나이티드는 17일 오전 4시(한국시간) 영국 레스터에 위치한 킹 파워 스타디움에서 열린 2024-25시즌 프리미어리그(PL) 29라운드에서 레스터에 3-0으로 승리했다. 이날 승리로 맨유는 리그 무패 기록을 4경기로 늘렸다. 간만에 편안한 경기력으로 승리를 거머쥔 맨유다. 전반 29분, 역습 상황에서...  "
뉴시스,"""손흥민, 교체 투입 후 돌파구 못 찾아""…풀럼전 평점 5점 ", 잉글랜드 프로축구 프리미어리그(EPL) 토트넘 홋스퍼의 손흥민이 풀럼전 영패 후 아쉬웠다는 평가를 받았다. 손흥민은 지난 16일 오후 10시30분(한국 시간) 영국 런던의 크레이븐 코티지에서 열린 풀럼과의 2024~2025시즌 EPL 29라운드 원정 경기에서 후반전 교체 투입된 뒤 침묵에 그치며 0-2 패배를 지켜봤다....  
뉴시스,"뉴캐슬, 리버풀 꺾고 구단 사상 첫 잉글랜드 카라바오컵 우승 ", 잉글랜드 프로축구 프리미어리그(EPL) 뉴캐슬 유나이티드가 구단 사상 첫 잉글랜드 카라바오컵(리그컵) 우승을 차지했다. 뉴캐슬은 17일(한국 시간) 영국 런던의 웸블리 스타디움에서 열린 리버풀(EPL)과의 2024~2025시즌 카라바오컵 결승전에서 2-1 승리를 거뒀다. 뉴캐슬은 전반 45분에 나온 댄 번의...  
이데일리,"손흥민, 후반 교체 출전…토트넘은 풀럼전 완패 "," 잉글랜드 프로축구 프리미어리그(EPL) 토트넘이 풀럼에 완패를 당했다. 손흥민은 후반 교체 투입돼 45분간 활약했지만, 공격 포인트를 올리지는 못했다. 손흥민(사진=AFPBBNews) 토트넘은 17일(한국시간) 잉글랜드 런던 크레이븐 커티지에서 열린 2024~25시즌 EPL 29라운드 원정 경기에서 풀럼에 0-2로 졌다....  "
인터풋볼,"손흥민 교체 투입하더니 풀럼에 0-2 완패...평점 5점 ""돌파구 못 찾았다... ", 토트넘 훗스퍼는 16일 오후 10시 30분(한국시간) 영국 런던에 위치한 크레이븐 코티지에서 열린 2024-25시즌 프리미어리그 29라운드에서 풀럼에 0-2로 졌다. 이로써 토트넘은 리그 3경기 무승을 기록하게 됐다. 손흥민은 벤치에서 시작했다. 주중 열린 AZ 알크마르와의 유럽축구연맹(UEFA) 유로파리그(UEL) 16강...  
뉴스핌,"18세 공격수 윤도영, 프리미어리그 브라이턴 이적 임박 "," 18세 공격수 윤도영(대전하나시티즌)의 잉글랜드 프리미어리그(EPL)의 브라이턴 이적이 임박했다. 유럽 이적시장 전문가 파브리치오 로바노는 17일(한국시간) SNS를 통해 ""브라이턴이 윤도영 영입 계약을 완료했다. 계약 기간은 4년이다""라면서 ""윤도영은 메디컬 테스트를 위해 영국으로 떠났다. 이적 직후...  "
중앙일보,"'공항 포착' 18세 윤도영, EPL 브라이턴 이적 임박 ", ‘원더 키드’로 불리는 윤도영(18·대전하나시티즌)의 잉글랜드 프리미어리그 브라이턴 앤 호브 알비온행이 임박했다. 유럽 이적시장 전문가 파브리치오 로마노는 17일 소셜미디어에 “18세 윙어 윤도영이 메디컬테스트를 위해 영국으로 이동했고 브라이턴과 4년 계약을 체결한다”며 “다음 시즌 유럽에서...  
스포티비뉴스,"'고개숙인 살라와 판 데이크' UCL 광탈+리그컵 허무한 준우승 리버풀, 뉴... "," 챔피언십에서 2016-17 시즌 우승으로 프리미어리그 승격 경험이 있다. 리그컵은 2022-23 시즌 결승에 올랐었지만, 맨체스터 유나이티드에 0-2로 패하며 준우승했다. 카세미루와 마커스 래시포드(애스턴 빌라)에게 실점하며 우승 목전에서 무너졌다. 이번이 역사적인 첫 우승이다. 특히 사우디아라비아...  "
MHN스포츠,"리버풀 왜 이러나! FA컵, 챔스에 이어 카라바오컵까지...뉴캐슬에 패하... ", 잉글랜드 프리미어리그(EPL) 뉴캐슬 유나이티드가 선두 리버풀을 꺾고 카라바오컵 우승컵을 들어올렸다. 뉴캐슬이 자국 메이저 대회에서 우승한 것은 1955년 FA컵 이후 70년 만이다. 동시에 구단 창단 사상 첫 카라바오컵 우승을 차지했다. 뉴캐슬은 17일 오전(이하 한국시간) 영국 런던 웸블리 스타디움에서 열린...  
스포츠조선,"""여기가 어디라고, 당장 꺼져"" '캡틴' SON도 먼발치에 있는데 '간 큰' 10... ", 토트넘은 16일(이하 한국시각) 영국 런던의 크라번 코티지에서 열린 풀럼과의 2024~2025시즌 잉글랜드 프리미어리그(EPL) 29라운드에서 0대2로 패했다. 엔제 포스테코글루 토트넘 감독은 AZ 알크마르와의 유로파리그 16강 2차전 후 사흘 만에 벌이는 경기라 로테이션을 가동했다. 손흥민이 벤치에서 출발했다....  
포포투,'4경기' 만에 맨유 '소년 가장' 등극...'완벽한 수준의 선수다!' ," 맨체스터 유나이티드는 17일 오전 4시(한국시간) 영국 레스터에 위치한 킹 파워 스타디움에서 열린 2024-25시즌 프리미어리그(PL) 29라운드에서 레스터에 3-0으로 승리했다. 이날 승리로 맨유는 리그 무패 기록을 4경기로 늘렸다. 간만에 편안한 경기력으로 승리를 거머쥔 맨유다. 전반 29분, 역습 상황에서...  "
뉴시스,"""손흥민, 교체 투입 후 돌파구 못 찾아""…풀럼전 평점 5점 ", 잉글랜드 프로축구 프리미어리그(EPL) 토트넘 홋스퍼의 손흥민이 풀럼전 영패 후 아쉬웠다는 평가를 받았다. 손흥민은 지난 16일 오후 10시30분(한국 시간) 영국 런던의 크레이븐 코티지에서 열린 풀럼과의 2024~2025시즌 EPL 29라운드 원정 경기에서 후반전 교체 투입된 뒤 침묵에 그치며 0-2 패배를 지켜봤다....  
뉴시스,"뉴캐슬, 리버풀 꺾고 구단 사상 첫 잉글랜드 카라바오컵 우승 ", 잉글랜드 프로축구 프리미어리그(EPL) 뉴캐슬 유나이티드가 구단 사상 첫 잉글랜드 카라바오컵(리그컵) 우승을 차지했다. 뉴캐슬은 17일(한국 시간) 영국 런던의 웸블리 스타디움에서 열린 리버풀(EPL)과의 2024~2025시즌 카라바오컵 결승전에서 2-1 승리를 거뒀다. 뉴캐슬은 전반 45분에 나온 댄 번의...  
이데일리,"손흥민, 후반 교체 출전…토트넘은 풀럼전 완패 "," 잉글랜드 프로축구 프리미어리그(EPL) 토트넘이 풀럼에 완패를 당했다. 손흥민은 후반 교체 투입돼 45분간 활약했지만, 공격 포인트를 올리지는 못했다. 손흥민(사진=AFPBBNews) 토트넘은 17일(한국시간) 잉글랜드 런던 크레이븐 커티지에서 열린 2024~25시즌 EPL 29라운드 원정 경기에서 풀럼에 0-2로 졌다....  "
인터풋볼,"손흥민 교체 투입하더니 풀럼에 0-2 완패...평점 5점 ""돌파구 못 찾았다... ", 토트넘 훗스퍼는 16일 오후 10시 30분(한국시간) 영국 런던에 위치한 크레이븐 코티지에서 열린 2024-25시즌 프리미어리그 29라운드에서 풀럼에 0-2로 졌다. 이로써 토트넘은 리그 3경기 무승을 기록하게 됐다. 손흥민은 벤치에서 시작했다. 주중 열린 AZ 알크마르와의 유럽축구연맹(UEFA) 유로파리그(UEL) 16강...  
뉴스핌,"18세 공격수 윤도영, 프리미어리그 브라이턴 이적 임박 "," 18세 공격수 윤도영(대전하나시티즌)의 잉글랜드 프리미어리그(EPL)의 브라이턴 이적이 임박했다. 유럽 이적시장 전문가 파브리치오 로바노는 17일(한국시간) SNS를 통해 ""브라이턴이 윤도영 영입 계약을 완료했다. 계약 기간은 4년이다""라면서 ""윤도영은 메디컬 테스트를 위해 영국으로 떠났다. 이적 직후...  "
중앙일보,"'공항 포착' 18세 윤도영, EPL 브라이턴 이적 임박 ", ‘원더 키드’로 불리는 윤도영(18·대전하나시티즌)의 잉글랜드 프리미어리그 브라이턴 앤 호브 알비온행이 임박했다. 유럽 이적시장 전문가 파브리치오 로마노는 17일 소셜미디어에 “18세 윙어 윤도영이 메디컬테스트를 위해 영국으로 이동했고 브라이턴과 4년 계약을 체결한다”며 “다음 시즌 유럽에서...  
스포티비뉴스,"'고개숙인 살라와 판 데이크' UCL 광탈+리그컵 허무한 준우승 리버풀, 뉴... "," 챔피언십에서 2016-17 시즌 우승으로 프리미어리그 승격 경험이 있다. 리그컵은 2022-23 시즌 결승에 올랐었지만, 맨체스터 유나이티드에 0-2로 패하며 준우승했다. 카세미루와 마커스 래시포드(애스턴 빌라)에게 실점하며 우승 목전에서 무너졌다. 이번이 역사적인 첫 우승이다. 특히 사우디아라비아...  "
MHN스포츠,"리버풀 왜 이러나! FA컵, 챔스에 이어 카라바오컵까지...뉴캐슬에 패하... ", 잉글랜드 프리미어리그(EPL) 뉴캐슬 유나이티드가 선두 리버풀을 꺾고 카라바오컵 우승컵을 들어올렸다. 뉴캐슬이 자국 메이저 대회에서 우승한 것은 1955년 FA컵 이후 70년 만이다. 동시에 구단 창단 사상 첫 카라바오컵 우승을 차지했다. 뉴캐슬은 17일 오전(이하 한국시간) 영국 런던 웸블리 스타디움에서 열린...  
스포츠조선,"""여기가 어디라고, 당장 꺼져"" '캡틴' SON도 먼발치에 있는데 '간 큰' 10... ", 토트넘은 16일(이하 한국시각) 영국 런던의 크라번 코티지에서 열린 풀럼과의 2024~2025시즌 잉글랜드 프리미어리그(EPL) 29라운드에서 0대2로 패했다. 엔제 포스테코글루 토트넘 감독은 AZ 알크마르와의 유로파리그 16강 2차전 후 사흘 만에 벌이는 경기라 로테이션을 가동했다. 손흥민이 벤치에서 출발했다....  
스포티비뉴스,"""손흥민 계약 해지 통보"" 비난 폭주, 토트넘 현지 팬 또 폭발…SON 45분 ... "," 유로파리그 8강 진출의 기쁨을 누린 지 불과 며칠 만에 프리미어리그에서 무기력한 경기력을 보이며 팬들에게 실망감을 안겼다. 손흥민이 후반전에 교체 출전했지만, 팀을 구해내지는 못했다. 이에 따라 현지 팬들과 언론의 비판이 거세지고 있으며, 일부 팬들은 손흥민과 구단의 '계약 해지'를 주장하는...  "
일간스포츠,손흥민 연이은 ‘작심 발언’→표정 제대로 굳었다…‘벤치→45분’ 키... ," 토트넘은 17일(한국시간) 영국 런던의 크레이븐 코티지에서 열린 2024~25 잉글랜드 프리미어리그(EPL) 29라운드 원정 경기에서 풀럼에 0-2로 완패했다. 지난 1월 리그 4연패에 빠졌던 토트넘은 2월 3연승을 거뒀지만, 다시금 3경기 무패(1무 2패) 늪에 빠졌다. 이날 손흥민은 대기 명단에 이름을 올렸다. 지난 14일 AZ...  "
세계일보,"손흥민, 후반 출전… 토트넘, 풀럼에 0-2 완패 ", 토트넘은 17일 영국 런던의 크레이븐 코티지에서 끝난 2024∼2025 프리미어리그(EPL) 29라운드 원정 경기에서 풀럼에 0-2로 졌다. 유럽축구연맹 유로파리그 일정 탓에 체력관리가 필요했던 손흥민은 28라운드 본머스전(2-2 무승부)에 이어 정규리그 2경기 연속으로 후반 시작과 동시에 그라운드를 밟아 코너킥...  
노컷뉴스,"'18호 韓 프리미어리거 탄생?' 대전 윤도영, 브라이턴행 임박 "," K리그1 대전하나시티즌의 영건 공격수 윤도영(18)의 잉글랜드 프리미어리그(EPL) 브라이턴 이적이 임박했다. 유럽 이적시장 전문가 파브리치오 로바노는 17일(한국시간) SNS를 통해 ""브라이턴이 윤도영 영입 계약을 완료했다. 계약 기간은 4년이다""라면서 ""윤도영은 메디컬 테스트를 위해 영국으로 떠났다. 이적...  "
이투데이,"맨유, 레스터에 3-0 완승…프리미어리그 4경기 무패로 13위 도약 ", 이투데이=김해욱 기자 | 잉글리시 프리미어리그(EPL)의 맨체스터 유나이티드가 레스터 시티에 승리하며 리그 13위로 도약했다. 맨유는 최근 리그 4경기 연속 무패를 이어가며 리그 13위로 도약했다. 17일(한국시간) 맨유는 영국 레스터에 있는 킹 파워 스타디움에서 열린 2024-2025시즌 EPL 29라운드 레스터와의...  
스포츠경향,"윤도영 브라이턴행 임박, 영국행 현지에서 포착 ", 대전 하나시티즌의 18살 골잡이 윤도영이 잉글랜드 프리미어리그(EPL) 브라이턴 앤 호브 앨비언의 유니폼을 입을 것으로 보인다. 이적시장을 전문으로 다루는 파브리치오 로마노는 17일 자신의 사회관계망서비스(SNS)에 윤도영이 영국에 도착한 사진과 함께 브라이턴행이 임박했다고 밝혔다. 로마노는...  
OSEN,'HERE WE GO' 로마노 독점! 한국 축구 초대박...'10대 프리미어리거' 또 ... ," 지금까지 2005년 맨체스터 유나이티드에 합류한 박지성을 시작으로 총 18명의 한국 선수가 프리미어리그(PL) 팀과 계약했다. 그중 3명을 제외하고는 모두 PL 무대를 밟는 데 성공했다. 윤도영의 브라이튼 이적은 지난 1월 말부터 수면 위로 떠올랐다. 당시 네일러 기자는 ""브라이튼이 윤도영 영입에 관심을...  "
인터풋볼,"""또 조기 교체 이유? 그냥 안 뛰더라""...포스테코글루, 베르너 이어 또 ... ", 토트넘 훗스퍼는 16일 오후 10시 30분(한국시간) 영국 런던에 위치한 크레이븐 코티지에서 열린 2024-25시즌 프리미어리그 29라운드에서 풀럼에 0-2로 패배했다. 이날 패배로 토트넘은 리그 3경기 무승을 기록하게 돼 14위에 머물게 됐다. 10위 본머스와 승점 10점 차이가 난다. 완전히 하위권 팀이 됐다. 비수마는...  
스타뉴스,"이강인 못 떠나게 하더니, 출전시간도 안 준다→또 '고작 10분'... PSG 우... "," 잉글랜드 프리미어리그(EPL) 맨체스터 유나이티드를 비롯해 아스널, 뉴캐슬, 노팅엄 포레스트와 연결됐다. 하지만 PSG가 높은 이적료를 요구하면서 이적이 틀어진 것으로 알려졌다. 앞서 풋볼팬캐스트는 ""맨유는 이강인 영입을 문의했다. 맨유는 협상을 완료하려고 하지만, PSG는 이적료 3300만 파운드(약...  "
스포탈코리아,"'겨우 이겨놓고 말 많네' 아스널 유망주, 경기 중 상대 감독 조롱 논란... ", 아스널은 같은 날 영국 런던 에미레이츠 스타디움에서 열린 첼시와 2024/25 프리미어리그 29라운드 홈경기에서 미켈 메리노의 결승골을 앞세워 1-0 신승을 거뒀다. 선두 리버풀(21승 7무 1패·승점 70)과 격차를 승점 12로 좁힌 아스널(16승 10무 3패·승점 58)이지만 경기력 자체는 낙제점에 가까웠다. 전반 20분...  
포포투,'4경기' 만에 맨유 '소년 가장' 등극...'완벽한 수준의 선수다!' ," 맨체스터 유나이티드는 17일 오전 4시(한국시간) 영국 레스터에 위치한 킹 파워 스타디움에서 열린 2024-25시즌 프리미어리그(PL) 29라운드에서 레스터에 3-0으로 승리했다. 이날 승리로 맨유는 리그 무패 기록을 4경기로 늘렸다. 간만에 편안한 경기력으로 승리를 거머쥔 맨유다. 전반 29분, 역습 상황에서...  "
뉴시스,"""손흥민, 교체 투입 후 돌파구 못 찾아""…풀럼전 평점 5점 ", 잉글랜드 프로축구 프리미어리그(EPL) 토트넘 홋스퍼의 손흥민이 풀럼전 영패 후 아쉬웠다는 평가를 받았다. 손흥민은 지난 16일 오후 10시30분(한국 시간) 영국 런던의 크레이븐 코티지에서 열린 풀럼과의 2024~2025시즌 EPL 29라운드 원정 경기에서 후반전 교체 투입된 뒤 침묵에 그치며 0-2 패배를 지켜봤다....  
뉴시스,"뉴캐슬, 리버풀 꺾고 구단 사상 첫 잉글랜드 카라바오컵 우승 ", 잉글랜드 프로축구 프리미어리그(EPL) 뉴캐슬 유나이티드가 구단 사상 첫 잉글랜드 카라바오컵(리그컵) 우승을 차지했다. 뉴캐슬은 17일(한국 시간) 영국 런던의 웸블리 스타디움에서 열린 리버풀(EPL)과의 2024~2025시즌 카라바오컵 결승전에서 2-1 승리를 거뒀다. 뉴캐슬은 전반 45분에 나온 댄 번의...  
이데일리,"손흥민, 후반 교체 출전…토트넘은 풀럼전 완패 "," 잉글랜드 프로축구 프리미어리그(EPL) 토트넘이 풀럼에 완패를 당했다. 손흥민은 후반 교체 투입돼 45분간 활약했지만, 공격 포인트를 올리지는 못했다. 손흥민(사진=AFPBBNews) 토트넘은 17일(한국시간) 잉글랜드 런던 크레이븐 커티지에서 열린 2024~25시즌 EPL 29라운드 원정 경기에서 풀럼에 0-2로 졌다....  "
인터풋볼,"손흥민 교체 투입하더니 풀럼에 0-2 완패...평점 5점 ""돌파구 못 찾았다... ", 토트넘 훗스퍼는 16일 오후 10시 30분(한국시간) 영국 런던에 위치한 크레이븐 코티지에서 열린 2024-25시즌 프리미어리그 29라운드에서 풀럼에 0-2로 졌다. 이로써 토트넘은 리그 3경기 무승을 기록하게 됐다. 손흥민은 벤치에서 시작했다. 주중 열린 AZ 알크마르와의 유럽축구연맹(UEFA) 유로파리그(UEL) 16강...  
뉴스핌,"18세 공격수 윤도영, 프리미어리그 브라이턴 이적 임박 "," 18세 공격수 윤도영(대전하나시티즌)의 잉글랜드 프리미어리그(EPL)의 브라이턴 이적이 임박했다. 유럽 이적시장 전문가 파브리치오 로바노는 17일(한국시간) SNS를 통해 ""브라이턴이 윤도영 영입 계약을 완료했다. 계약 기간은 4년이다""라면서 ""윤도영은 메디컬 테스트를 위해 영국으로 떠났다. 이적 직후...  "
중앙일보,"'공항 포착' 18세 윤도영, EPL 브라이턴 이적 임박 ", ‘원더 키드’로 불리는 윤도영(18·대전하나시티즌)의 잉글랜드 프리미어리그 브라이턴 앤 호브 알비온행이 임박했다. 유럽 이적시장 전문가 파브리치오 로마노는 17일 소셜미디어에 “18세 윙어 윤도영이 메디컬테스트를 위해 영국으로 이동했고 브라이턴과 4년 계약을 체결한다”며 “다음 시즌 유럽에서...  
스포티비뉴스,"'고개숙인 살라와 판 데이크' UCL 광탈+리그컵 허무한 준우승 리버풀, 뉴... "," 챔피언십에서 2016-17 시즌 우승으로 프리미어리그 승격 경험이 있다. 리그컵은 2022-23 시즌 결승에 올랐었지만, 맨체스터 유나이티드에 0-2로 패하며 준우승했다. 카세미루와 마커스 래시포드(애스턴 빌라)에게 실점하며 우승 목전에서 무너졌다. 이번이 역사적인 첫 우승이다. 특히 사우디아라비아...  "
